number,year,month,area_1,area_2,length,mass,sex,maturity,age,est_age
0,1995,9,2,2,19,74,NA,0,NA,2
0,1995,9,2,2,19.8,84,NA,0,NA,2
0,1995,9,2,2,14.9,36,NA,0,NA,2
0,1995,9,2,2,30.4,330,NA,0,NA,3
0,1995,9,2,2,28.3,290,NA,0,NA,3
0,1995,9,2,2,24.6,185,NA,0,NA,2
0,1995,9,2,2,26.6,205,NA,0,NA,3
0,1995,9,2,2,22.1,180,NA,0,NA,2
0,1995,9,2,2,21.8,104,NA,0,NA,2
0,1995,9,2,2,16.7,46,NA,0,NA,2
0,1995,9,2,2,20.6,86,NA,0,NA,2
0,1995,9,2,2,27.7,270,NA,0,NA,3
0,1995,9,2,2,25.9,195,NA,0,NA,2
0,1995,9,2,2,25.4,195,NA,0,NA,2
0,1995,9,2,2,25,190,NA,0,NA,2
0,1995,9,2,2,21.5,114,NA,0,NA,2
0,1995,9,2,2,16.5,46,NA,0,NA,2
0,1995,9,2,2,16.6,50,NA,0,NA,2
0,1995,9,2,2,16.1,44,NA,0,NA,2
0,1995,9,2,2,30.1,310,NA,0,NA,3
0,1995,9,2,2,27.2,230,NA,0,NA,2
0,1995,9,2,2,24.8,185,NA,0,NA,2
0,1995,9,2,2,24.3,180,NA,0,NA,2
0,1995,9,2,2,20.3,90,NA,0,NA,2
0,1995,9,2,2,19.2,82,NA,0,NA,2
0,1995,9,2,2,19.5,84,NA,0,NA,2
0,1995,9,2,2,15.8,42,NA,0,NA,2
53,1995,9,0,0,16,36,2,1,2,2
54,1995,9,0,0,21.4,100,2,2,2,2
55,1995,9,0,0,22.2,112,2,2,NA,NA
56,1995,9,0,0,15.8,46,1,2,2,2
57,1995,9,0,0,17.6,62,2,2,2,2
58,1995,9,0,0,23.1,130,2,2,2,2
59,1995,9,0,0,30.8,315,2,2,3,3
60,1995,9,0,0,35.5,570,1,2,4,4
61,1995,9,0,0,31.6,405,1,2,3,3
62,1995,9,0,0,36,620,1,2,4,4
63,1995,9,0,0,37,650,2,3,3,3
64,1995,9,0,0,41.8,980,2,2,4,4
65,1995,9,0,0,33.3,480,2,2,3,3
66,1995,9,0,0,33.5,470,1,2,3,3
67,1995,9,0,0,31.7,400,1,2,3,3
68,1995,9,0,0,24.8,180,1,2,2,2
69,1995,9,0,0,32,430,2,2,3,3
70,1995,9,0,0,31.4,445,1,2,3,3
71,1995,9,0,0,28.8,285,1,2,3,3
72,1995,9,0,0,21.4,112,2,1,2,2
73,1995,9,0,0,30.6,330,2,2,3,3
74,1995,9,0,0,33.2,430,1,2,3,3
75,1995,9,0,0,25.7,190,1,2,2,2
0,1995,9,0,0,32.1,380,NA,0,NA,3
0,1995,9,0,0,30.2,325,NA,0,NA,3
0,1995,9,0,0,31.3,370,NA,0,NA,3
0,1995,9,0,0,24.8,195,NA,0,NA,2
0,1995,9,0,0,23.1,150,NA,0,NA,2
0,1995,9,0,0,21.7,120,NA,0,NA,2
0,1995,9,0,0,16.1,46,NA,0,NA,2
0,1995,9,0,0,28.6,315,NA,0,NA,3
0,1995,9,0,0,28.5,315,NA,0,NA,3
0,1995,9,0,0,29.4,310,NA,0,NA,3
0,1995,9,0,0,27,220,NA,0,NA,3
0,1995,9,0,0,16,215,NA,0,NA,2
0,1995,9,0,0,17.5,62,NA,0,NA,2
0,1995,9,0,0,15.5,40,NA,0,NA,2
0,1995,9,0,0,27.4,235,NA,0,NA,3
0,1995,9,0,0,30.3,340,NA,0,NA,3
0,1995,9,0,0,27.4,245,NA,0,NA,3
0,1995,9,0,0,26.1,210,NA,0,NA,3
0,1995,9,0,0,25,180,NA,0,NA,2
0,1995,9,0,0,18.6,70,NA,0,NA,2
0,1995,9,0,0,15.7,42,NA,0,NA,2
0,1995,9,0,0,30.1,335,NA,0,NA,3
0,1995,9,0,0,28.6,310,NA,0,NA,3
0,1995,9,0,0,27,230,NA,0,NA,3
0,1995,9,0,0,24.8,175,NA,0,NA,2
0,1995,9,0,0,20,96,NA,0,NA,2
0,1995,9,0,0,16.8,52,NA,0,NA,2
0,1995,9,0,0,17.2,58,NA,0,NA,2
76,1995,9,3,3,18.5,66,2,2,2,2
77,1995,9,3,3,19.4,78,1,2,2,2
78,1995,9,3,3,16.3,46,1,2,2,2
79,1995,9,3,3,19.3,76,1,1,2,2
80,1995,9,3,3,26.5,205,3,0,3,3
81,1995,9,3,3,29.5,290,2,2,3,3
82,1995,9,3,3,29.2,315,2,2,3,3
83,1995,9,3,3,30.3,345,2,2,3,3
84,1995,9,3,3,31.4,400,1,2,3,3
85,1995,9,3,3,30.5,400,1,4,3,3
86,1995,9,3,3,31.5,390,1,3,3,3
87,1995,9,3,3,29.5,315,1,3,3,3
88,1995,9,3,3,43.2,995,2,3,4,4
89,1995,9,3,3,41.6,850,1,3,4,4
90,1995,9,3,3,27.8,260,2,2,3,3
91,1995,9,3,3,28.7,255,1,2,3,3
92,1995,9,3,3,27.6,235,1,2,3,3
93,1995,9,3,3,27.5,210,2,2,3,3
94,1995,9,3,3,18.6,64,2,2,2,2
95,1995,9,3,3,20.3,86,1,2,2,2
96,1995,9,3,3,15.6,40,1,1,2,2
97,1995,9,3,3,17.9,58,1,1,2,2
98,1995,9,3,3,26.6,140,1,3,3,3
99,1995,9,3,3,26.5,185,2,2,2,2
100,1995,9,3,3,20.1,84,2,1,2,2
0,1995,9,3,3,27.4,230,NA,0,NA,3
0,1995,9,3,3,23.6,150,NA,0,NA,2
0,1995,9,3,3,21.5,104,NA,0,NA,2
0,1995,9,3,3,17.7,64,NA,0,NA,2
0,1995,9,3,3,26.7,220,NA,0,NA,3
0,1995,9,3,3,21.5,104,NA,0,NA,2
0,1995,9,3,3,17.1,56,NA,0,NA,2
0,1995,9,3,3,21,108,NA,0,NA,2
0,1995,9,3,3,20.5,110,NA,0,NA,2
0,1995,9,3,3,21.2,104,NA,0,NA,2
0,1995,9,3,3,21.3,112,NA,0,NA,2
0,1995,9,3,3,21,100,NA,0,NA,2
0,1995,9,3,3,20.9,110,NA,0,NA,2
0,1995,9,3,3,23.2,160,NA,0,NA,2
0,1995,9,3,3,19.6,82,NA,0,NA,2
0,1995,9,3,3,23.1,135,NA,0,NA,2
0,1995,9,3,3,20.4,84,NA,0,NA,2
0,1995,9,3,3,20.5,108,NA,0,NA,2
0,1995,9,3,3,20.5,102,NA,0,NA,2
0,1995,9,3,3,16.8,56,NA,0,NA,NA
0,1995,9,3,3,18.5,70,NA,0,NA,2
0,1995,9,3,3,21.9,108,NA,0,NA,2
0,1995,9,3,3,20,94,NA,0,NA,2
0,1995,9,3,3,21,104,NA,0,NA,2
0,1995,9,3,3,19,82,NA,0,NA,NA
0,1995,9,3,3,19.6,84,NA,0,NA,2
0,1995,9,3,3,24,140,NA,0,NA,2
0,1995,9,3,3,18.3,70,NA,0,NA,2
0,1995,9,3,3,20.7,94,NA,0,NA,2
0,1995,9,3,3,15,36,NA,0,NA,2
0,1995,9,3,3,17.5,54,NA,0,NA,2
0,1995,9,3,3,19.6,76,NA,0,NA,2
0,1995,9,3,3,23.8,165,NA,0,NA,2
0,1995,9,3,3,21.5,100,NA,0,NA,2
0,1995,9,3,3,18.5,68,NA,0,NA,2
0,1995,9,3,3,20.9,104,NA,0,NA,2
0,1995,9,3,3,20.3,94,NA,0,NA,2
0,1995,9,3,3,14.7,36,NA,0,NA,2
0,1995,9,3,3,20.7,92,NA,0,NA,2
0,1995,9,3,3,20.6,102,NA,0,NA,NA
0,1995,9,3,3,21,112,NA,0,NA,2
0,1995,9,3,3,21.9,135,NA,0,NA,2
101,1995,9,6,6,19.7,78,1,1,2,2
102,1995,9,6,6,22.2,124,2,2,2,2
103,1995,9,6,6,26.3,119,2,2,2,2
104,1995,9,6,6,27.5,230,1,2,2,2
105,1995,9,6,6,26.5,250,2,2,2,2
106,1995,9,6,6,29.5,305,1,2,3,3
107,1995,9,6,6,15.1,32,2,1,2,2
108,1995,9,6,6,18.5,60,1,1,2,2
109,1995,9,6,6,29.5,330,1,2,3,3
110,1995,9,6,6,20.2,88,2,1,2,2
111,1995,9,6,6,21.5,112,1,1,2,2
112,1995,9,6,6,33.5,435,2,2,3,3
113,1995,9,6,6,22.3,150,1,2,2,2
114,1995,9,6,6,31,410,1,3,3,3
115,1995,9,6,6,26.9,240,1,2,3,3
116,1995,9,6,6,58.5,2700,1,12,7,7
117,1995,9,6,6,15.8,46,1,4,2,2
118,1995,9,4,4,19,80,1,1,2,2
119,1995,9,4,4,17,52,2,1,2,2
120,1995,9,4,4,18.9,72,1,2,2,2
121,1995,9,4,4,18.9,70,1,1,2,2
122,1995,9,4,4,19.1,76,1,1,2,2
123,1995,9,4,4,27.7,230,1,2,3,3
124,1995,9,4,4,27.6,260,2,2,3,3
125,1995,9,4,4,27.5,230,1,2,3,3
126,1995,9,4,4,28.2,250,1,2,3,3
127,1995,9,4,4,30.3,340,2,2,3,3
128,1995,9,4,4,27.8,225,1,2,3,3
129,1995,9,4,4,32,430,1,2,3,3
130,1995,9,4,4,35.7,590,1,2,3,3
131,1995,9,4,4,35.5,590,1,2,3,3
132,1995,9,4,4,40,830,2,3,4,4
133,1995,9,4,4,42.1,1030,1,3,4,4
134,1995,9,4,4,29.8,350,1,2,3,3
135,1995,9,4,4,29.2,300,1,2,3,3
136,1995,9,4,4,20.7,86,1,1,2,2
137,1995,9,4,4,25.4,180,2,1,2,2
138,1995,9,4,4,30.5,405,2,2,3,3
139,1995,9,4,4,29.6,315,1,2,3,3
140,1995,9,4,4,21.5,104,1,1,2,2
0,1995,9,4,4,32.7,410,NA,0,NA,3
0,1995,9,4,4,24.9,195,NA,0,NA,2
0,1995,9,4,4,26.5,215,NA,0,NA,3
0,1995,9,4,4,26.4,225,NA,0,NA,3
0,1995,9,4,4,22,135,NA,0,NA,2
0,1995,9,4,4,20.7,98,NA,0,NA,2
0,1995,9,4,4,22.9,140,NA,0,NA,2
0,1995,9,4,4,20,78,NA,0,NA,2
0,1995,9,4,4,19.2,76,NA,0,NA,2
0,1995,9,4,4,21.7,104,NA,0,NA,2
0,1995,9,4,4,30,370,NA,0,NA,3
0,1995,9,4,4,28,240,NA,0,NA,3
0,1995,9,4,4,25.8,205,NA,0,NA,2
0,1995,9,4,4,25.8,210,NA,0,NA,2
0,1995,9,4,4,24.3,155,NA,0,NA,2
0,1995,9,4,4,17.5,56,NA,0,NA,2
0,1995,9,4,4,21,108,NA,0,NA,2
0,1995,9,4,4,17.9,64,NA,0,NA,2
0,1995,9,4,4,16.9,50,NA,0,NA,2
0,1995,9,4,4,17.2,56,NA,0,NA,2
0,1995,9,4,4,31,345,NA,0,NA,2
0,1995,9,4,4,27.5,235,NA,0,NA,3
0,1995,9,4,4,28.5,250,NA,0,NA,3
0,1995,9,4,4,22.5,140,NA,0,NA,2
0,1995,9,4,4,23.5,150,NA,0,NA,2
0,1995,9,4,4,19.5,76,NA,0,NA,2
0,1995,9,4,4,20.8,106,NA,0,NA,2
0,1995,9,4,4,16.7,54,NA,0,NA,2
0,1995,9,4,4,21.5,98,NA,0,NA,2
0,1995,9,4,4,19.6,82,NA,0,NA,2
0,1995,9,4,4,31.2,310,NA,0,NA,3
0,1995,9,4,4,25.1,175,NA,0,NA,2
0,1995,9,4,4,24.2,180,NA,0,NA,2
0,1995,9,4,4,24,150,NA,0,NA,2
0,1995,9,4,4,19.9,98,NA,0,NA,2
0,1995,9,4,4,19.4,78,NA,0,NA,2
0,1995,9,4,4,18.5,64,NA,0,NA,2
0,1995,9,4,4,19,82,NA,0,NA,2
0,1995,9,4,4,20.4,90,NA,0,NA,2
0,1995,9,4,4,14.9,46,NA,0,NA,2
141,1995,9,6,6,17,56,1,1,2,2
142,1995,9,6,6,20.5,94,1,1,2,2
143,1995,9,6,6,22.3,126,1,1,2,2
144,1995,9,6,6,17.2,48,2,1,2,2
145,1995,9,6,6,21.7,102,2,1,2,2
146,1995,9,6,6,21,102,1,1,2,2
147,1995,9,6,6,21.7,106,2,1,2,2
148,1995,9,6,6,15.7,38,2,1,2,2
149,1995,9,6,6,33.6,455,1,2,3,3
150,1995,9,6,6,35.3,525,2,2,3,3
151,1995,9,6,6,35.5,555,1,2,3,3
152,1995,9,6,6,35.2,575,2,2,3,3
153,1995,9,6,6,27.5,235,2,2,3,3
154,1995,9,6,6,21.7,108,1,1,2,2
155,1995,9,6,6,48,1505,2,3,5,5
0,1995,9,6,6,20.2,94,NA,0,NA,2
0,1995,9,6,6,26.5,210,NA,0,NA,2
0,1995,9,6,6,21.5,110,NA,0,NA,2
0,1995,9,6,6,22.4,120,NA,0,NA,2
0,1995,9,6,6,21.4,116,NA,0,NA,2
0,1995,9,6,6,20.6,94,NA,0,NA,2
0,1995,9,6,6,20.7,104,NA,0,NA,2
156,1995,9,5,5,16.8,54,2,1,2,2
157,1995,9,5,5,19,70,2,2,2,2
158,1995,9,5,5,20.2,84,1,1,2,2
159,1995,9,5,5,18.1,58,2,1,2,2
160,1995,9,5,5,20,84,1,1,2,2
161,1995,9,5,5,21.4,116,1,2,2,2
162,1995,9,5,5,25.2,190,2,1,2,2
163,1995,9,5,5,30.3,370,1,2,3,3
164,1995,9,5,5,29.4,315,2,2,3,3
165,1995,9,5,5,34,450,2,2,3,3
166,1995,9,5,5,35.4,545,1,2,3,3
167,1995,9,5,5,37.1,670,1,2,3,3
168,1995,9,5,5,35.5,565,2,2,3,3
169,1995,9,5,5,34.5,475,2,2,3,3
170,1995,9,5,5,30.5,385,2,2,3,3
171,1995,9,5,5,31.6,410,1,2,3,3
172,1995,9,5,5,27.5,270,1,2,3,3
173,1995,9,5,5,13.1,24,1,4,1,1
174,1995,9,5,5,19.9,84,1,1,2,2
175,1995,9,5,5,27.5,240,1,2,2,2
0,1995,9,5,5,29.2,300,NA,0,NA,3
0,1995,9,5,5,26.4,270,NA,0,NA,3
0,1995,9,5,5,27,255,NA,0,NA,3
0,1995,9,5,5,20,86,NA,0,NA,2
0,1995,9,5,5,21.8,112,NA,0,NA,2
0,1995,9,5,5,31.3,360,NA,0,NA,3
0,1995,9,5,5,31.2,345,NA,0,NA,3
0,1995,9,5,5,27.8,275,NA,0,NA,3
0,1995,9,5,5,22,114,NA,0,NA,2
0,1995,9,5,5,25.3,170,NA,0,NA,2
0,1995,9,5,5,26.7,220,NA,0,NA,3
0,1995,9,5,5,28.6,290,NA,0,NA,3
0,1995,9,5,5,25.6,190,NA,0,NA,2
0,1995,9,5,5,18.3,68,NA,0,NA,2
0,1995,9,5,5,21.2,100,NA,0,NA,2
176,1995,9,0,0,19.3,76,2,1,2,2
177,1995,9,0,0,14.9,30,1,1,2,2
178,1995,9,0,0,15.8,38,1,1,2,2
179,1995,9,0,0,18.5,70,1,1,2,2
180,1995,9,0,0,26.2,180,2,2,3,3
181,1995,9,0,0,26.7,220,1,2,3,3
182,1995,9,0,0,27.8,240,2,2,3,3
183,1995,9,0,0,29.7,300,1,2,3,3
184,1995,9,0,0,32,445,2,2,3,3
185,1995,9,0,0,33.7,450,2,2,3,3
186,1995,9,0,0,32,395,2,2,3,3
187,1995,9,0,0,28.2,270,2,1,3,3
188,1995,9,0,0,27.7,240,2,2,3,3
189,1995,9,0,0,21.3,100,1,1,2,2
190,1995,9,0,0,29,285,1,2,3,3
191,1995,9,0,0,33.3,465,1,2,3,3
192,1995,9,0,0,26.3,180,2,2,3,3
193,1995,9,0,0,14.9,32,1,1,2,2
194,1995,9,0,0,16,42,1,1,2,2
195,1995,9,0,0,28.8,295,1,2,2,2
196,1995,9,0,0,29.4,305,1,1,3,3
197,1995,9,0,0,22.6,130,1,1,2,2
198,1995,9,0,0,18,54,2,1,2,2
199,1995,9,0,0,20.6,98,1,1,2,2
200,1995,9,0,0,47.5,1380,1,1,5,5
0,1995,9,0,0,26.4,240,NA,0,NA,3
0,1995,9,0,0,21.6,98,NA,0,NA,2
0,1995,9,0,0,19.5,84,NA,0,NA,2
0,1995,9,0,0,19.8,90,NA,0,NA,2
0,1995,9,0,0,17.8,60,NA,0,NA,2
0,1995,9,0,0,22.2,116,NA,0,NA,2
0,1995,9,0,0,19.9,76,NA,0,NA,2
0,1995,9,0,0,18.8,70,NA,0,NA,2
0,1995,9,0,0,20,86,NA,0,NA,2
0,1995,9,0,0,18.3,60,NA,0,NA,2
0,1995,9,0,0,19.1,74,NA,0,NA,2
0,1995,9,0,0,19.6,78,NA,0,NA,2
0,1995,9,0,0,17.5,50,NA,0,NA,2
0,1995,9,0,0,18.5,74,NA,0,NA,2
0,1995,9,0,0,19,76,NA,0,NA,2
0,1995,9,0,0,21.6,108,NA,0,NA,2
0,1995,9,0,0,21.2,92,NA,0,NA,NA
0,1995,9,0,0,15.7,34,NA,0,NA,2
0,1995,9,0,0,16,40,NA,0,NA,2
0,1995,9,0,0,19.3,74,NA,0,NA,2
0,1995,9,0,0,17.4,58,NA,0,NA,2
0,1995,9,0,0,19.1,80,NA,0,NA,2
0,1995,9,0,0,19,66,NA,0,NA,2
201,1995,9,4,4,19.5,78,1,1,2,2
202,1995,9,4,4,22.3,122,2,2,2,2
203,1995,9,4,4,24,150,1,1,2,2
204,1995,9,4,4,27.2,250,2,2,3,3
205,1995,9,4,4,15.5,34,2,2,2,2
206,1995,9,4,4,34.7,530,1,3,3,3
207,1995,9,4,4,40.2,990,2,3,4,4
208,1995,9,4,4,43,985,2,5,4,4
209,1995,9,4,4,42.3,1040,2,5,4,4
210,1995,9,4,4,31.7,410,2,2,3,3
0,1995,9,4,4,31.8,440,NA,0,NA,3
0,1995,9,4,4,29.1,290,NA,0,NA,3
0,1995,9,4,4,23.3,150,NA,0,NA,2
0,1995,9,4,4,18.5,68,NA,0,NA,2
0,1995,9,4,4,15.8,36,NA,0,NA,2
0,1995,9,4,4,31,410,NA,0,NA,3
0,1995,9,4,4,25.1,190,NA,0,NA,2
0,1995,9,4,4,23.4,150,NA,0,NA,2
0,1995,9,4,4,17.5,60,NA,0,NA,2
0,1995,9,4,4,31.5,420,NA,0,NA,3
0,1995,9,4,4,25.7,190,NA,0,NA,2
0,1995,9,4,4,19.3,86,NA,0,NA,2
0,1995,9,4,4,16.5,50,NA,0,NA,2
0,1995,9,4,4,29.5,330,NA,0,NA,3
0,1995,9,4,4,23,135,NA,0,NA,2
0,1995,9,4,4,21.4,108,NA,0,NA,2
0,1995,9,4,4,17.5,60,NA,0,NA,2
1,1995,9,8,12,17.8,50,1,1,2,2
2,1995,9,8,12,21.5,86,2,2,2,2
3,1995,9,8,12,28.2,255,1,2,3,3
4,1995,9,8,12,26.2,180,2,1,3,3
5,1995,9,8,12,21.3,92,1,1,2,2
6,1995,9,8,12,18.6,56,2,1,2,2
7,1995,9,8,12,21.7,96,1,1,NA,NA
8,1995,9,8,12,22.2,100,1,1,2,2
9,1995,9,8,12,30,370,1,2,3,3
10,1995,9,8,12,31.2,390,2,3,3,3
11,1995,9,8,12,25.8,190,1,2,3,3
12,1995,9,8,12,18.5,58,2,1,2,2
13,1995,9,8,12,21,92,2,2,2,2
14,1995,9,8,12,18.5,60,2,2,2,2
15,1995,9,8,12,18.2,52,2,1,2,2
16,1995,9,8,12,21.5,90,2,2,2,2
17,1995,9,8,12,22.8,122,1,1,2,2
18,1995,9,8,12,18.6,58,2,1,2,2
19,1995,9,8,12,22.2,118,2,1,2,2
20,1995,9,8,12,46,1345,1,3,5,5
21,1995,9,8,12,18.3,56,1,1,2,2
22,1995,9,8,12,19,72,1,1,2,2
23,1995,9,8,12,18,52,1,1,2,2
24,1995,9,8,12,18,60,2,1,2,2
25,1995,9,8,12,18.1,56,1,1,2,2
26,1995,9,8,12,21.3,98,1,1,2,2
27,1995,9,8,12,18.1,60,1,1,2,2
28,1995,9,8,12,25.1,150,2,1,3,3
29,1995,9,8,12,28.6,285,1,2,3,3
30,1995,9,8,12,29.5,295,1,2,3,3
31,1995,9,8,12,27.8,285,1,2,3,3
32,1995,9,8,12,34,475,2,2,4,4
33,1995,9,8,12,27.8,245,2,2,3,3
34,1995,9,8,12,26.1,190,2,2,3,3
35,1995,9,8,12,25.8,210,1,2,3,3
36,1995,9,8,12,16,36,2,1,2,2
37,1995,9,8,12,20.3,78,1,1,2,2
38,1995,9,8,12,31.5,365,2,2,3,3
39,1995,9,8,12,24.8,155,2,2,2,2
40,1995,9,8,12,24.2,135,2,1,2,2
0,1995,9,8,12,19.5,70,NA,0,NA,2
0,1995,9,8,12,22.9,118,NA,0,NA,2
0,1995,9,8,12,18.7,62,NA,0,NA,2
0,1995,9,8,12,18.5,64,NA,0,NA,2
0,1995,9,8,12,17.6,52,NA,0,NA,2
0,1995,9,8,12,17.6,54,NA,0,NA,2
0,1995,9,8,12,19.4,72,NA,0,NA,2
0,1995,9,8,12,17.4,52,NA,0,NA,2
0,1995,9,8,12,20,78,NA,0,NA,2
0,1995,9,8,12,22,120,NA,0,NA,2
0,1995,9,8,12,23.1,140,NA,0,NA,2
0,1995,9,8,12,22.7,116,NA,0,NA,2
0,1995,9,8,12,20.5,78,NA,0,NA,2
0,1995,9,8,12,22,112,NA,0,NA,2
0,1995,9,8,12,21.6,118,NA,0,NA,2
0,1995,9,8,12,17.6,82,NA,0,NA,2
0,1995,9,8,12,18.8,70,NA,0,NA,2
0,1995,9,8,12,19.5,74,NA,0,NA,2
0,1995,9,8,12,19,70,NA,0,NA,2
0,1995,9,8,12,19.2,76,NA,0,NA,2
0,1995,9,8,12,19.8,78,NA,0,NA,2
0,1995,9,8,12,21.8,102,NA,0,NA,2
0,1995,9,8,12,21.4,102,NA,0,NA,2
0,1995,9,8,12,18.3,60,NA,0,NA,2
0,1995,9,8,12,23,120,NA,0,NA,2
0,1995,9,8,12,21.6,118,NA,0,NA,2
0,1995,9,8,12,22.6,116,NA,0,NA,2
0,1995,9,8,12,20.1,90,NA,0,NA,NA
0,1995,9,8,12,21.6,98,NA,0,NA,2
0,1995,9,8,12,20.8,94,NA,0,NA,2
0,1995,9,8,12,18.7,66,NA,0,NA,2
0,1995,9,8,12,21,94,NA,0,NA,2
0,1995,9,8,12,20,82,NA,0,NA,2
0,1995,9,8,12,19.5,68,NA,0,NA,2
0,1995,9,8,12,21.2,98,NA,0,NA,2
0,1995,9,8,12,19.4,84,NA,0,NA,2
0,1995,9,8,12,17.4,52,NA,0,NA,2
0,1995,9,8,12,20.5,92,NA,0,NA,2
0,1995,9,8,12,19.6,88,NA,0,NA,2
0,1995,9,8,12,19.2,70,NA,0,NA,2
0,1995,9,8,12,21.8,100,NA,0,NA,2
0,1995,9,8,12,25.9,190,NA,0,NA,2
0,1995,9,8,12,21,110,NA,0,NA,2
0,1995,9,8,12,21.5,100,NA,0,NA,2
0,1995,9,8,12,21.5,100,NA,0,NA,2
0,1995,9,8,12,22.1,106,NA,0,NA,2
0,1995,9,8,12,19.6,78,NA,0,NA,2
0,1995,9,8,12,19,70,NA,0,NA,2
0,1995,9,8,12,17.5,56,NA,0,NA,2
0,1995,9,8,12,19.8,72,NA,0,NA,2
0,1995,9,8,12,18.5,68,NA,0,NA,2
0,1995,9,8,12,20,82,NA,0,NA,2
0,1995,9,8,12,19.5,70,NA,0,NA,2
0,1995,9,8,12,17.3,48,NA,0,NA,2
0,1995,9,8,12,23.6,140,NA,0,NA,2
0,1995,9,8,12,21.5,110,NA,0,NA,2
0,1995,9,8,12,20,84,NA,0,NA,2
0,1995,9,8,12,21.1,100,NA,0,NA,2
0,1995,9,8,12,18.5,70,NA,0,NA,2
0,1995,9,8,12,19.7,72,NA,0,NA,2
0,1995,9,8,12,21,90,NA,0,NA,2
0,1995,9,8,12,20.1,82,NA,0,NA,2
41,1995,9,7,11,15.8,44,1,5,2,2
42,1995,9,7,11,14.7,32,1,1,2,2
43,1995,9,7,11,18.2,64,1,1,2,2
44,1995,9,7,11,15,38,1,2,2,2
45,1995,9,7,11,20.7,64,1,1,2,2
46,1995,9,7,11,24.2,135,2,2,2,2
47,1995,9,7,11,26.2,210,2,2,3,3
48,1995,9,7,11,28.8,300,1,2,3,3
49,1995,9,7,11,33,430,2,2,3,3
50,1995,9,7,11,29.7,330,2,2,3,3
51,1995,9,7,11,28.7,280,1,2,3,3
52,1995,9,7,11,22.6,124,2,1,2,2
53,1995,9,7,11,17.9,58,2,1,2,2
54,1995,9,7,11,27.8,275,1,2,3,3
55,1995,9,7,11,27.3,220,2,2,3,3
56,1995,9,7,11,24.6,185,2,2,2,2
57,1995,9,7,11,26.8,205,1,1,3,3
58,1995,9,7,11,28.3,230,2,2,3,3
59,1995,9,7,11,21.8,108,1,1,2,2
60,1995,9,7,11,26.5,235,2,2,3,3
61,1995,9,7,11,17.8,52,2,2,2,2
62,1995,9,7,11,24.6,160,2,1,2,2
63,1995,9,7,11,21.7,118,2,2,2,2
64,1995,9,7,11,23.4,130,2,1,2,2
65,1995,9,7,11,24.3,160,2,2,2,2
66,1995,9,7,11,20.6,100,1,1,2,2
67,1995,9,7,11,25,175,2,1,2,2
68,1995,9,7,11,28.4,240,1,1,3,3
69,1995,9,7,11,27.8,280,1,2,3,3
70,1995,9,7,11,34.8,490,1,2,3,3
71,1995,9,7,11,30.8,390,1,2,3,3
72,1995,9,7,11,30.7,370,1,2,3,3
73,1995,9,7,11,23.9,145,2,2,2,2
74,1995,9,7,11,24.2,165,2,2,2,2
75,1995,9,7,11,27.9,270,2,2,3,3
76,1995,9,7,11,24.5,150,1,1,2,2
77,1995,9,7,11,27.8,235,1,1,3,3
78,1995,9,7,11,26.2,190,1,1,3,3
79,1995,9,7,11,24.3,170,1,1,2,2
80,1995,9,7,11,25,170,1,1,2,2
0,1995,9,7,11,28.2,250,NA,0,3,3
0,1995,9,7,11,20.6,100,NA,0,NA,2
0,1995,9,7,11,23,150,NA,0,NA,2
0,1995,9,7,11,26.5,205,NA,0,NA,3
0,1995,9,7,11,19.4,68,NA,0,NA,2
0,1995,9,7,11,20.2,86,NA,0,NA,2
0,1995,9,7,11,19.3,72,NA,0,NA,2
0,1995,9,7,11,21.2,106,NA,0,NA,2
0,1995,9,7,11,18.2,66,NA,0,NA,2
0,1995,9,7,11,20.3,82,NA,0,NA,2
0,1995,9,7,11,23.3,150,NA,0,NA,2
0,1995,9,7,11,25.3,190,NA,0,NA,2
0,1995,9,7,11,24,165,NA,0,NA,2
0,1995,9,7,11,24,170,NA,0,NA,2
0,1995,9,7,11,21,102,NA,0,NA,2
0,1995,9,7,11,20.2,92,NA,0,NA,2
0,1995,9,7,11,21.3,108,NA,0,NA,2
0,1995,9,7,11,22.4,126,NA,0,NA,2
0,1995,9,7,11,19.7,76,NA,0,NA,2
0,1995,9,7,11,19.5,76,NA,0,NA,2
0,1995,9,7,11,22.7,140,NA,0,NA,NA
0,1995,9,7,11,18.8,78,NA,0,NA,2
0,1995,9,7,11,25.5,190,NA,0,NA,2
0,1995,9,7,11,24.8,205,NA,0,NA,2
0,1995,9,7,11,18,62,NA,0,NA,2
0,1995,9,7,11,19.4,84,NA,0,NA,NA
0,1995,9,7,11,21.3,108,NA,0,NA,2
0,1995,9,7,11,18.7,70,NA,0,NA,2
0,1995,9,7,11,22,116,NA,0,NA,2
0,1995,9,7,11,20.6,90,NA,0,NA,2
0,1995,9,7,11,23.7,155,NA,0,NA,2
0,1995,9,7,11,20.4,100,NA,0,NA,2
0,1995,9,7,11,26,190,NA,0,NA,2
0,1995,9,7,11,20.7,104,NA,0,NA,2
0,1995,9,7,11,19,68,NA,0,NA,2
0,1995,9,7,11,17.7,70,NA,0,NA,2
0,1995,9,7,11,20.3,80,NA,0,NA,2
0,1995,9,7,11,19,72,NA,0,NA,2
0,1995,9,7,11,21.2,116,NA,0,NA,2
1,1996,9,2,2,27.7,210,1,2,3,3
2,1996,9,2,2,33.5,455,2,2,3,3
3,1996,9,2,2,31.4,330,1,2,3,3
